User,Review,Rating,Date,Tahun,Sentiment,Aspek,ulasan_filtered
Pengguna Google,"Aplikasi yang recomended untuk digunakan.. hampir 2 Tahun menggunakan dan transaksinya sangat lancar dan tidak ada masalah. Transfernya pun sangat realtime. Respon CS nya pun sangat cepat dan tanggap bila ada masalah, sukses terus buat SEABank",5,2024-10-05 23:03:58,2024,Positif,Kinerja/Performa,aplikasi yang recomended untuk digunakan hampir tahun menggunakan dan transaksinya sangat lancar dan tidak ada masalah transfernya pun sangat realtime respon cs nya pun sangat cepat dan tanggap bila ada masalah sukses terus buat seabank
Pengguna Google,"Aplikasi bank yg bagus, simpel, gak ribet, sangat membantu sekali dalam bertransaksi, eehh... Suku bunganya lumayan tinggi dan bisa cair setiap hari, lumayan buat beli jajan tiap akhir bulan wkwkwkwk.. Terimakasih Seabank semoga Aman, Nyaman dan Bermanfaat..",5,2024-10-04 10:21:12,2024,Positif,Keamanan dan Privasi,aplikasi bank yg bagus simpel gak ribet sangat membantu sekali dalam bertransaksi eehh suku bunganya lumayan tinggi dan bisa cair setiap hari lumayan buat beli jajan tiap akhir bulan wkwkwkwk teriterima kasih seabank semoga aman nyaman dan bermanfaat
Pengguna Google,APLIKASI yang lumayan bagus hanya saja banyak sekali ngebug nya sehingga tidak bisa login apakah ada solusinya? Sedangkan nomer hp saya sudah hilang sedangkan kalau mau riset ulang pasti membutuhkan kode otp. Coba berikan saya saran. Trimakasih,3,2024-09-27 01:11:36,2024,Netral,Kinerja/Performa,aplikasi yang lumayan bagus hanya saja banyak sekali cacat nya sehingga tidak bisa masuk apakah ada solusinya sedangkan nomer hp saya sudah hilang sedangkan kalau mau riset ulang pasti membutuhkan kode otp coba berikan saya saran triterima kasih
Pengguna Google,Seabank bagus..simpel transaksinya.. Tp sayang setelah saya ganti hp..tak bisa lagi instal seabank hp saya malah langsung restar sendiri pas instal seabank..saya cek android saya memenuhi kriteria untuk app seabank..jadi gak bisa masuk akun saya lagi.. Padahal ada saldo di rekeningnya.. Gak tau apa penyebabnya..saya coba instal app yang lebih besar memorinya..bisa Hanya seabank yang gak bisa saya instal JADI KECEWA...,3,2024-10-03 16:05:34,2024,Netral,Kinerja/Performa,seabank bagus simpel transaksinya tp sayang setelah saya ganti hp tak bisa lagi instal seabank hp saya malah langsung restar sendiri pas instal seabank saya cek android saya memenuhi kriteria untuk app seabank jadi gak bisa masuk akun saya lagi padahal ada saldo di rekeningnya gak tau apa penyebabnya saya coba instal app yang lebih besar memorinya bisa hanya seabank yang gak bisa saya instal jadi kecewa
Pengguna Google,"kenapa saya tidak bisa login,dengan keterangan halaman ini sedang tidak tersedia,,sudah hubungi cs malah ribetnya aja harus ini harus itu tetep aja gak ada hasil,,d telepon gak nyambung nyambung,,padahal keamanan sudah di tingkatkan semua,,saldo melayang entah kmna",1,2024-10-10 13:46:55,2024,Negatif,Keamanan dan Privasi,kenapa saya tidak bisa masukdengan keterangan halaman ini sedang tidak tersediasudah hubungi cs malah rumit aja harus ini harus itu tetap aja gak ada hasild telepon gak nyambung nyambungpadahal keamanan sudah di tingkatkan semuasaldo melayang entah kmna
Pengguna Google,"proses cepat hitungan detik, tranfer langsung masuk ke nomor tujuan. tapi kalau untuk Pembayaran Token listrik dan pulsa hp, banyak aplikasi lain yang lebih murah, semoga kedepannya SEA BANK bisa menrunkn lagi untk biaya² tsb..",5,2024-09-28 23:44:05,2024,Positif,Kinerja/Performa,proses cepat hitungan detik tranfer langsung masuk ke nomor tujuan tapi kalau untuk pembayaran token listrik dan pulsa hp banyak aplikasi lain yang lebih murah semoga kedepannya sea bank bisa menrunkn lagi untk biaya tsb
Pengguna Google,"Ini kenapa ya setelah update ko nge bug, saya ga bisa liat saldo, lalu ga bisa bayar token listrik. Pas di klik ada keterangan fitur tidak tersedia anda harus upgrade ke versi terbaru.. padahal saya sudah upgrade, kecewa si klu kaya gini.. tolong dong perbaiki lagi",3,2024-10-04 20:14:41,2024,Netral,Kinerja/Performa,ini kenapa ya setelah diperbarui ko nge bug saya ga bisa liat saldo lalu ga bisa bayar token listrik pas di klik ada keterangan fitur tidak tersedia anda harus upgrade ke versi terbaru padahal saya sudah upgrade kecewa si klu kaya gini tolong dong perbaiki lagi
Pengguna Google,"Untuk proses verifikasi wajah cukup dengan sekali potret maka langsung diapprove akunnya,memang termasuk gampang dalam proses registrasi hanya memerlukan beberapa menit saja maka auto very clear,Semenjak ada nya aplikasi sea bank semua menjadi sangat mudah dan gampang ya teman, aplikasi bank digital ini terbilang sangat kondusif ya ketika digunakan apalagi dilengkapi dengan berbagai fitur fitur dan juga menu yang sangat lengkap dan komplit sehingga menjadikan aplikasi ini paling top di kelasnya",5,2024-09-18 07:37:44,2024,Positif,Keamanan dan Privasi,untuk proses verifikasi wajah cukup dengan sekali potret maka langsung diapprove akunnyamemang termasuk mudah dalam proses registrasi hanya memerlukan beberapa menit saja maka auto very jelassemenjak ada nya aplikasi sea bank semua menjadi sangat mudah dan mudah ya teman aplikasi bank digital ini terbilang sangat kondusif ya ketika digunakan apalagi dilengkapi dengan berbagai fitur fitur dan juga menu yang sangat lengkap dan lengkap sehingga menjadikan aplikasi ini paling top di kelasnya
Pengguna Google,Saya kagum dengan aplikasi bank satu ini sejak diluncurkan pertama kali Tampilan dan proses transaksinya sangat ringkas. langsung oke. Hampir tidak ada masalah dengan semua fiturnya. Karena sering pake saya malah dapat fasilitas Pinjaman dari sea bank dengan limit 15 jt. dan bunga rendah 2% tnpa potongan dan biaya admin. Cuma kekurangannya limitnya tdk bisa dipinjam berkali2 klau belum lunas semua tagihan. walaupun sdh dibyr sebagian cicilan dan limit sdh kembali sebagian ttp tdk bisa minjam.,4,2024-09-29 08:12:28,2024,Positif,Keamanan dan Privasi,saya kagum dengan aplikasi bank satu ini sejak diluncurkan pertama kali tampilan dan proses transaksinya sangat ringkas langsung oke hampir tidak ada masalah dengan semua fiturnya karena sering pake saya malah dapat fasilitas pinjaman dari sea bank dengan limit jt dan bunga rendah tnpa fotongan dan biaya admin cuma kekurangannya limitnya tdk bisa dipinjam berkali klau belum lunas semua tagihan walaupun sdh dibyr sebagian cicilan dan limit sdh kembali sebagian ttp tdk bisa minjam
Pengguna Google,"Tidak direkomendasikan untuk penggunaan utama... Sangat banyak bug, transaksi sudah berhasil tapi pembayaran Shopee virtual account masih tidak terdeteksi, sedangkan saldonya sudah berkurang... Waktu penyelesaian masalah sangat lama dan tidak dapat dipastikan waktunya... Buruk buruk tdk rekomen",1,2024-09-10 08:39:31,2024,Negatif,Kinerja/Performa,tidak direkomendasikan untuk penggunaan utama sangat banyak bug transaksi sudah berhasil tapi pembayaran shopee virtual account masih tidak terdeteksi sedangkan saldonya sudah berkurang waktu penyelesaian masalah sangat lama dan tidak dapat dipastikan waktunya buruk buruk tdk rekomen
Pengguna Google,"Kenapa yaaa suka bgt lengket apk nya, mau klik fitur tf aja gabisa padahal udh di refreshpun masih kadang gabisa. Padahal apknya udh bgus banget tolong dong di perbaiki lagi. Kalau ngomong in sinyal kayanya ngga deh soalnya udh berkali kali kayak gini.",4,2024-10-06 03:14:50,2024,Positif,Kinerja/Performa,kenapa yaa suka bgt lengket apk nya mau klik fitur tf aja tidak bisa padahal udh di refreshpun masih kadang tidak bisa padahal apknya udh bgus banget tolong dong di perbaiki lagi kalau ngomong in sinyal kayanya ngga deh soalnya udh berkali kali kayak gini
Pengguna Google,"Saldo masih 900 ribuan,aplikasi sdh tdk bisa dibuka,katanya anda terhubung dengan jaringan internet lemah, pada hal dipakai buka aplikasi yg lain lancar2 aja, mau dipakai bayar belanjaan di shopee pun tdk bisa Gimana dong solusinya sampai kpn kayak gini terus",1,2024-10-11 07:03:06,2024,Negatif,Fitur,saldo masih ribuanaplikasi sdh tdk bisa dibukakatanya anda terhubung dengan jaringan internet lemah pada hal dipakai buka aplikasi yg lain lancar aja mau dipakai bayar belanjaan di shopee pun tdk bisa gimana dong solusinya sampai kpn kayak gini terus
Pengguna Google,"Transfer dari seabank ke mandiri dari tgl 1 belum masuk juga, udah chat cs katanya transaksi berhasil tapi saldo belum masuk dan tidak ada mutasi saldo masuk ke mandiri.. tolong dong seabank lebih optimal lagi dalam menangani masalah seperti ini, saldo terpotong dan entah kemana jadinya belum ada kepastian kecewa banget sama seabank!!!",1,2024-10-05 15:01:08,2024,Negatif,Kinerja/Performa,transfer dari seabank ke mandiri dari tgl belum masuk juga udah chat cs katanya transaksi berhasil tapi saldo belum masuk dan tidak ada mutasi saldo masuk ke mandiri tolong dong seabank lebih optimal lagi dalam menangani masalah seperti ini saldo terfotong dan entah kemana jadinya belum ada kepastian kecewa banget sama seabank
Pengguna Google,"mau ganti nomor hp aja gak bisa. udah coba berkali-kali tetep gak bisa. tiap mau ganti disuruh nonaktif dulu layanan Bi-fast di profil (padahal gak pernah aktitin layanan Bi-fast di aplikasi seabank). tapi pas saya coba nonaktifkan malah error mulu. notifikasinya pasti sama ""Layanan Bi-Fast sedang tidak tersedia"". padahal di aplikasi bank lain layanan Bi-fast bisa semua tuh.",1,2024-10-03 14:01:00,2024,Negatif,Kinerja/Performa,mau ganti nomor hp aja gak bisa udah coba berkalikali tetap gak bisa tiap mau ganti disuruh nonaktif dulu layanan bicepat di profil padahal gak pernah aktitin layanan bicepat di aplikasi seabank tapi pas saya coba nonaktifkan malah error mulu notifikasinya pasti sama layanan bicepat sedang tidak tersedia padahal di aplikasi bank lain layanan bicepat bisa semua tuh
Pengguna Google,"Sangat kecewa, Transaksi sudah berhasil tapi pembayaran shopee virtual account gagal/error, sedangkan saldo sudah berkurang... Dan cs nya tidak memberikan solusi terkait permasalahan malah suruh konfirmasi ke pihak shopeenya... Payah",1,2024-09-22 07:47:14,2024,Negatif,Kinerja/Performa,sangat kecewa transaksi sudah berhasil tapi pembayaran shopee virtual account gagalerror sedangkan saldo sudah berkurang dan cs nya tidak memberikan solusi terkait permasalahan malah suruh konfirmasi ke pihak shopeenya payah
Pengguna Google,"Sangat rekomendasi untuk pakai aplikasi SeaBank, terutama dari kepraktisan penggunaannya. Kalau boleh saya berikan usul, coba tambahkan fitur kartu debitnya. Semoga usulan saya bisa diterima dan dikembangkan fitur kartunya dalam beberapa waktu kedepan. Terima kasih",5,2024-09-23 07:28:17,2024,Positif,Fitur,sangat rekomendasi untuk pakai aplikasi seabank terutama dari kepraktisan penggunaannya kalau boleh saya berikan usul coba tambahkan fitur kartu debitnya semoga usulan saya bisa diterima dan dikembangkan fitur kartunya dalam beberapa waktu kedepan terima kasih
Pengguna Google,"Sangat kecewa. Kartu saya hilang dan ingin login kembali, tetapi opsinya hanya berpatok dengan otp sms ke nomor telpon, tidak ada cara identifikasi lain. Sudah telepon pihak cs nya, namun tetap tidak bisa, sangat kecewa dengan sistem login seabank.",1,2024-08-16 01:23:43,2024,Negatif,Lainnya,sangat kecewa kartu saya hilang dan ingin masuk kembali tetapi opsinya hanya berpatok dengan otp sms ke nomor telpon tidak ada cara identifikasi lain sudah telepon pihak cs nya namun tetap tidak bisa sangat kecewa dengan sistem masuk seabank
Pengguna Google,"Sebagai aplikasi Bank Digital, SeaBank sangat bagus dibanding aplikasi sejenis, pendaftaran mudah dan tidak menunggu lama untuk langsung bisa dipakai, trus tingkatkan kenyamanan dan layanan serta optimalisasi aplikasi yang lebih baik👍👍👍",5,2024-09-13 23:53:33,2024,Positif,Keamanan dan Privasi,sebagai aplikasi bank digital seabank sangat bagus dibanding aplikasi sejenis pendaftaran mudah dan tidak menunggu lama untuk langsung bisa dipakai trus tingkatkan kenyamanan dan layanan serta optimalisasi aplikasi yang lebih baik
Pengguna Google,Merasa tertipu dengan seabank. Saya membuka akun seabank karena ada promo buka tabungan dapat Rp 100rb. Promo ini banyak ditemukan di aplikasi shoppee maupun medsos lainnya seperti YouTube. Setelah buka akun ternyata bonus 100rb nya tidak kunjung masuk. Saya hub cust service dan diinfokan klu harus isi saldo senilai 500rb di hari pembukaan padahal ketentuan tersebut tidak ditampilkan pada saat buka akun tsb dan sudah ada di banner promonya padahal tidak ada seperti itu. Sea bank tidak transparan,1,2024-09-20 08:17:23,2024,Negatif,Fitur,merasa tertipu dengan seabank saya membuka akun seabank karena ada promo buka tabungan dapat rp rb promo ini banyak ditemukan di aplikasi shoppee maupun medsos lainnya seperti youtube setelah buka akun ternyata bonus rb nya tidak kunjung masuk saya hub cust service dan diinfokan klu harus isi saldo senilai rb di hari pembukaan padahal ketentuan tersebut tidak ditampilkan pada saat buka akun tsb dan sudah ada di banner promonya padahal tidak ada seperti itu sea bank tidak transparan
Pengguna Google,"Susah verifikasinya, sudah tdk bergerak, bahkan tdk bernafas, masi dbilang gagal, sd ulang mendaftar 7x tidak bisa selalu dibilang gagal krn bergerak dalam fwrifikasi wajah, padahal sy sd diam bahkan tahan nafas spy tdk bergerak, coba buat opsi lain dalam pendaftaran, agar lebih mudah dalam proses verifikasi wajah",1,2024-09-29 05:55:30,2024,Negatif,Keamanan dan Privasi,susah verifikasinya sudah tdk bergerak bahkan tdk bernafas masi dbilang gagal sd ulang mendaftar tidak bisa selalu dibilang gagal krn bergerak dalam fwrifikasi wajah padahal sy sd diam bahkan tahan nafas spy tdk bergerak coba buat opsi lain dalam pendaftaran agar lebih mudah dalam proses verifikasi wajah
Pengguna Google,"Bintang Satu Saja karena fitur tampilin Fingerprint tidak bisa muncul saat buka apk, jadi REPOT HARUS pencet gambar sidik jari lagi saat mau pake apk. (TOLOL mmg orang IT Multimedianya) padahal sblm diupdate lancar jaya. 🤦🏻‍♂️ Minusnya : Bungga Bank berubah-ubah makin dikit dr 7%,6%,5% sekarang cuma 4% pertahun. terkesan Amatiran dan tidak konsisten di perbankan. selebihnya oke sih.",1,2024-08-13 19:48:21,2024,Negatif,Kinerja/Performa,bintang satu saja karena fitur tampilin fingercetak tidak bisa muncul saat buka apk jadi repot harus pencet gambar sidik jari lagi saat mau pake apk tolol mmg orang it multimedianya padahal sblm didiperbarui lancar jaya minusnya bungga bank berubahubah makin dikit dr sekarang cuma pertahun terkesan amatiran dan tidak konsisten di perbankan selebihnya oke sih
Pengguna Google,"ku kasih bintang 4 dulu..udah setahun lebih makenya dan aman"" aja...tapi tolong dong pihak seabank untuk buatin filter QR sekarang klo belanja alfa indo susah karena yg di butuhin barkot pelanggan🤧🤧dulu masih bisa kita yg scan sekarang gak bisa jadi susah tolong dong segera",4,2024-09-04 07:38:42,2024,Positif,Keamanan dan Privasi,ku kasih bintang dulu udah setahun lebih pakainya dan aman aja tapi tolong dong pihak seabank untuk buatin filter qr sekarang klo belanja alfa indo susah karena yg di butuhin barkot pelanggandulu masih bisa kita yg scan sekarang gak bisa jadi susah tolong dong segera
Pengguna Google,"Sangat rekomended,di saat sy ke Taiwan,semua M Banking sy tidak bisa di buka,tapi syukurnya,Sea Bank sy tetap bisa di manfaatkan dgn sangat baik,terima kasih,semoga lebih ditingkatkan lagi servicenya ya,agar nasabah yg berniat menyimpan uangnya tidak was² atau khawatir tabungannya ""tidak aman"".",5,2024-09-14 01:14:21,2024,Positif,Keamanan dan Privasi,sangat rekomendeddi saat sy ke taiwansemua m banking sy tidak bisa di bukatapi syukurnyasea bank sy tetap bisa di manfaatkan dgn sangat baikterima kasihsemoga lebih ditingkatkan lagi servicenya yaagar nasabah yg berniat menyimpan uangnya tidak was atau khawatir tabungannya tidak aman
Pengguna Google,"Gak rekomendasi untuk di jadikan handalan menyimpan uang dan transaksi.. masak iya status pengiriman berhasil. Saldo udah terpotong. 30 menit lebih gak ada masuk saldo nya.. payah""👎🏻",1,2024-09-26 15:43:32,2024,Negatif,Kinerja/Performa,gak rekomendasi untuk di jadikan handalan menyimpan uang dan transaksi masak iya status pengiriman berhasil saldo udah terfotong menit lebih gak ada masuk saldo nya payah
Pengguna Google,"Mau buka rekening aja susah amat, pas Verifikasi e-KTP sistemnya tidak bisa ambil gambar secara otomatis padahal pencahayaan sudah baik, komplain ke CS sama saja saya sudah komplain 3 kali jawabannya masih sama disuruh coba lagi, ganti device, reinstall aplikasi. sudah telpon ke CS masih aja sama jawabannya. CS tidak membantu sama sekali malah mempersulit",1,2024-08-18 09:51:06,2024,Negatif,Kinerja/Performa,mau buka rekening aja susah amat pas verifikasi ektp sistemnya tidak bisa ambil gambar secara otomatis padahal pencahayaan sudah baik komplain ke cs sama saja saya sudah komplain kali jawabannya masih sama disuruh coba lagi ganti perangkat repasang aplikasi sudah telpon ke cs masih aja sama jawabannya cs tidak membantu sama sekali malah mempersulit
Pengguna Google,"Seabank is the best,simpel,g ribet,tentunya jg banyak promo ,pelayanan CS yang responsif dan juga ramah, recommended banget..cuman 1 kurangnya,kok g ada bank fisiknya di setiap daerah gitu atau paling enggak kantor cabang u pelayanan di setiap daerah u penanganan masalah agar terasa lebih dekat.",5,2024-10-11 03:22:21,2024,Positif,Kinerja/Performa,seabank is terbaiksimpelg ribettentunya jg banyak promo pelayanan cs yang responsif dan juga ramah recommended banget cuman kurangnyakok g ada bank fisiknya di setiap daerah gitu atau paling enggak kantor cabang u pelayanan di setiap daerah u penanganan masalah agar terasa lebih dekat
Pengguna Google,"agak kecewa ya,limit q da,ga pernah telat bayar,lah kok dah 3bln ne tiap awal bulan ga bisa di cairkan ya limit seabank pinjam q,dah hub cs ga layak,lah kmaren2 kok bisa,q pernah telat bayar,lama2 males transaksi di sea bank,boleh di cek pembayaran q ga pernah telat mala q bayar 1 hri sebelum jatuh tempo",2,2024-10-08 14:34:03,2024,Negatif,Kinerja/Performa,agak kecewa yalimit q daga pernah telat bayarlah kok dah bln ne tiap awal bulan ga bisa di cairkan ya limit seabank pinjam qdah hub cs ga layaklah kmaren kok bisaq pernah telat bayarlama males transaksi di sea bankboleh di cek pembayaran q ga pernah telat mala q bayar hri sebelum jatuh tempo
