User,Review,Rating,Date,Tahun
Pengguna Google,"Aplikasi yang recomended untuk digunakan.. hampir 2 Tahun menggunakan dan transaksinya sangat lancar dan tidak ada masalah. Transfernya pun sangat realtime. Respon CS nya pun sangat cepat dan tanggap bila ada masalah, sukses terus buat SEABank",5,2024-10-05 23:03:58,2024
Pengguna Google,"Aplikasi bank yg bagus, simpel, gak ribet, sangat membantu sekali dalam bertransaksi, eehh... Suku bunganya lumayan tinggi dan bisa cair setiap hari, lumayan buat beli jajan tiap akhir bulan wkwkwkwk.. Terimakasih Seabank semoga Aman, Nyaman dan Bermanfaat..",5,2024-10-04 10:21:12,2024
Pengguna Google,APLIKASI yang lumayan bagus hanya saja banyak sekali ngebug nya sehingga tidak bisa login apakah ada solusinya? Sedangkan nomer hp saya sudah hilang sedangkan kalau mau riset ulang pasti membutuhkan kode otp. Coba berikan saya saran. Trimakasih,3,2024-09-27 01:11:36,2024
Pengguna Google,Seabank bagus..simpel transaksinya.. Tp sayang setelah saya ganti hp..tak bisa lagi instal seabank hp saya malah langsung restar sendiri pas instal seabank..saya cek android saya memenuhi kriteria untuk app seabank..jadi gak bisa masuk akun saya lagi.. Padahal ada saldo di rekeningnya.. Gak tau apa penyebabnya..saya coba instal app yang lebih besar memorinya..bisa Hanya seabank yang gak bisa saya instal JADI KECEWA...,3,2024-10-03 16:05:34,2024
Pengguna Google,"kenapa saya tidak bisa login,dengan keterangan halaman ini sedang tidak tersedia,,sudah hubungi cs malah ribetnya aja harus ini harus itu tetep aja gak ada hasil,,d telepon gak nyambung nyambung,,padahal keamanan sudah di tingkatkan semua,,saldo melayang entah kmna",1,2024-10-10 13:46:55,2024
Pengguna Google,"proses cepat hitungan detik, tranfer langsung masuk ke nomor tujuan. tapi kalau untuk Pembayaran Token listrik dan pulsa hp, banyak aplikasi lain yang lebih murah, semoga kedepannya SEA BANK bisa menrunkn lagi untk biaya² tsb..",5,2024-09-28 23:44:05,2024
Pengguna Google,"Ini kenapa ya setelah update ko nge bug, saya ga bisa liat saldo, lalu ga bisa bayar token listrik. Pas di klik ada keterangan fitur tidak tersedia anda harus upgrade ke versi terbaru.. padahal saya sudah upgrade, kecewa si klu kaya gini.. tolong dong perbaiki lagi",3,2024-10-04 20:14:41,2024
Pengguna Google,"Untuk proses verifikasi wajah cukup dengan sekali potret maka langsung diapprove akunnya,memang termasuk gampang dalam proses registrasi hanya memerlukan beberapa menit saja maka auto very clear,Semenjak ada nya aplikasi sea bank semua menjadi sangat mudah dan gampang ya teman, aplikasi bank digital ini terbilang sangat kondusif ya ketika digunakan apalagi dilengkapi dengan berbagai fitur fitur dan juga menu yang sangat lengkap dan komplit sehingga menjadikan aplikasi ini paling top di kelasnya",5,2024-09-18 07:37:44,2024
Pengguna Google,Saya kagum dengan aplikasi bank satu ini sejak diluncurkan pertama kali Tampilan dan proses transaksinya sangat ringkas. langsung oke. Hampir tidak ada masalah dengan semua fiturnya. Karena sering pake saya malah dapat fasilitas Pinjaman dari sea bank dengan limit 15 jt. dan bunga rendah 2% tnpa potongan dan biaya admin. Cuma kekurangannya limitnya tdk bisa dipinjam berkali2 klau belum lunas semua tagihan. walaupun sdh dibyr sebagian cicilan dan limit sdh kembali sebagian ttp tdk bisa minjam.,4,2024-09-29 08:12:28,2024
Pengguna Google,"Tidak direkomendasikan untuk penggunaan utama... Sangat banyak bug, transaksi sudah berhasil tapi pembayaran Shopee virtual account masih tidak terdeteksi, sedangkan saldonya sudah berkurang... Waktu penyelesaian masalah sangat lama dan tidak dapat dipastikan waktunya... Buruk buruk tdk rekomen",1,2024-09-10 08:39:31,2024
Pengguna Google,"Kenapa yaaa suka bgt lengket apk nya, mau klik fitur tf aja gabisa padahal udh di refreshpun masih kadang gabisa. Padahal apknya udh bgus banget tolong dong di perbaiki lagi. Kalau ngomong in sinyal kayanya ngga deh soalnya udh berkali kali kayak gini.",4,2024-10-06 03:14:50,2024
Pengguna Google,"Saldo masih 900 ribuan,aplikasi sdh tdk bisa dibuka,katanya anda terhubung dengan jaringan internet lemah, pada hal dipakai buka aplikasi yg lain lancar2 aja, mau dipakai bayar belanjaan di shopee pun tdk bisa Gimana dong solusinya sampai kpn kayak gini terus",1,2024-10-11 07:03:06,2024
Pengguna Google,"Transfer dari seabank ke mandiri dari tgl 1 belum masuk juga, udah chat cs katanya transaksi berhasil tapi saldo belum masuk dan tidak ada mutasi saldo masuk ke mandiri.. tolong dong seabank lebih optimal lagi dalam menangani masalah seperti ini, saldo terpotong dan entah kemana jadinya belum ada kepastian kecewa banget sama seabank!!!",1,2024-10-05 15:01:08,2024
Pengguna Google,"mau ganti nomor hp aja gak bisa. udah coba berkali-kali tetep gak bisa. tiap mau ganti disuruh nonaktif dulu layanan Bi-fast di profil (padahal gak pernah aktitin layanan Bi-fast di aplikasi seabank). tapi pas saya coba nonaktifkan malah error mulu. notifikasinya pasti sama ""Layanan Bi-Fast sedang tidak tersedia"". padahal di aplikasi bank lain layanan Bi-fast bisa semua tuh.",1,2024-10-03 14:01:00,2024
Pengguna Google,"Sangat kecewa, Transaksi sudah berhasil tapi pembayaran shopee virtual account gagal/error, sedangkan saldo sudah berkurang... Dan cs nya tidak memberikan solusi terkait permasalahan malah suruh konfirmasi ke pihak shopeenya... Payah",1,2024-09-22 07:47:14,2024
Pengguna Google,"Sangat rekomendasi untuk pakai aplikasi SeaBank, terutama dari kepraktisan penggunaannya. Kalau boleh saya berikan usul, coba tambahkan fitur kartu debitnya. Semoga usulan saya bisa diterima dan dikembangkan fitur kartunya dalam beberapa waktu kedepan. Terima kasih",5,2024-09-23 07:28:17,2024
Pengguna Google,"Sangat kecewa. Kartu saya hilang dan ingin login kembali, tetapi opsinya hanya berpatok dengan otp sms ke nomor telpon, tidak ada cara identifikasi lain. Sudah telepon pihak cs nya, namun tetap tidak bisa, sangat kecewa dengan sistem login seabank.",1,2024-08-16 01:23:43,2024
Pengguna Google,"Sebagai aplikasi Bank Digital, SeaBank sangat bagus dibanding aplikasi sejenis, pendaftaran mudah dan tidak menunggu lama untuk langsung bisa dipakai, trus tingkatkan kenyamanan dan layanan serta optimalisasi aplikasi yang lebih baik👍👍👍",5,2024-09-13 23:53:33,2024
Pengguna Google,Merasa tertipu dengan seabank. Saya membuka akun seabank karena ada promo buka tabungan dapat Rp 100rb. Promo ini banyak ditemukan di aplikasi shoppee maupun medsos lainnya seperti YouTube. Setelah buka akun ternyata bonus 100rb nya tidak kunjung masuk. Saya hub cust service dan diinfokan klu harus isi saldo senilai 500rb di hari pembukaan padahal ketentuan tersebut tidak ditampilkan pada saat buka akun tsb dan sudah ada di banner promonya padahal tidak ada seperti itu. Sea bank tidak transparan,1,2024-09-20 08:17:23,2024
Pengguna Google,"Susah verifikasinya, sudah tdk bergerak, bahkan tdk bernafas, masi dbilang gagal, sd ulang mendaftar 7x tidak bisa selalu dibilang gagal krn bergerak dalam fwrifikasi wajah, padahal sy sd diam bahkan tahan nafas spy tdk bergerak, coba buat opsi lain dalam pendaftaran, agar lebih mudah dalam proses verifikasi wajah",1,2024-09-29 05:55:30,2024
Pengguna Google,"Bintang Satu Saja karena fitur tampilin Fingerprint tidak bisa muncul saat buka apk, jadi REPOT HARUS pencet gambar sidik jari lagi saat mau pake apk. (TOLOL mmg orang IT Multimedianya) padahal sblm diupdate lancar jaya. 🤦🏻‍♂️ Minusnya : Bungga Bank berubah-ubah makin dikit dr 7%,6%,5% sekarang cuma 4% pertahun. terkesan Amatiran dan tidak konsisten di perbankan. selebihnya oke sih.",1,2024-08-13 19:48:21,2024
Pengguna Google,"ku kasih bintang 4 dulu..udah setahun lebih makenya dan aman"" aja...tapi tolong dong pihak seabank untuk buatin filter QR sekarang klo belanja alfa indo susah karena yg di butuhin barkot pelanggan🤧🤧dulu masih bisa kita yg scan sekarang gak bisa jadi susah tolong dong segera",4,2024-09-04 07:38:42,2024
Pengguna Google,"Sangat rekomended,di saat sy ke Taiwan,semua M Banking sy tidak bisa di buka,tapi syukurnya,Sea Bank sy tetap bisa di manfaatkan dgn sangat baik,terima kasih,semoga lebih ditingkatkan lagi servicenya ya,agar nasabah yg berniat menyimpan uangnya tidak was² atau khawatir tabungannya ""tidak aman"".",5,2024-09-14 01:14:21,2024
Pengguna Google,"Gak rekomendasi untuk di jadikan handalan menyimpan uang dan transaksi.. masak iya status pengiriman berhasil. Saldo udah terpotong. 30 menit lebih gak ada masuk saldo nya.. payah""👎🏻",1,2024-09-26 15:43:32,2024
Pengguna Google,"Mau buka rekening aja susah amat, pas Verifikasi e-KTP sistemnya tidak bisa ambil gambar secara otomatis padahal pencahayaan sudah baik, komplain ke CS sama saja saya sudah komplain 3 kali jawabannya masih sama disuruh coba lagi, ganti device, reinstall aplikasi. sudah telpon ke CS masih aja sama jawabannya. CS tidak membantu sama sekali malah mempersulit",1,2024-08-18 09:51:06,2024
Pengguna Google,"Seabank is the best,simpel,g ribet,tentunya jg banyak promo ,pelayanan CS yang responsif dan juga ramah, recommended banget..cuman 1 kurangnya,kok g ada bank fisiknya di setiap daerah gitu atau paling enggak kantor cabang u pelayanan di setiap daerah u penanganan masalah agar terasa lebih dekat.",5,2024-10-11 03:22:21,2024
Pengguna Google,"agak kecewa ya,limit q da,ga pernah telat bayar,lah kok dah 3bln ne tiap awal bulan ga bisa di cairkan ya limit seabank pinjam q,dah hub cs ga layak,lah kmaren2 kok bisa,q pernah telat bayar,lama2 males transaksi di sea bank,boleh di cek pembayaran q ga pernah telat mala q bayar 1 hri sebelum jatuh tempo",2,2024-10-08 14:34:03,2024
Pengguna Google,"saya memakai masih 1 bulan lebih,selama ini baik aman dan cepat tidak ribet.transfer tidak ada potongan admin...pertahankan kebaikan layanan,semakin banyak nasabah,janganlah merubah aturan ribet banyak iklan potongan admin",4,2024-09-28 12:50:50,2024
Pengguna Google,"Balikin saldo gw 😭 Dana gak masuk ke penjual, tapi saldo gw ke debit masih status proses aja. Mana klo di komplain suruh tunggu lama banget 20hari. 7 hari masih wajar. Lah ini 20 hari 😭 Klo gak berhasil ya gagalkan aja, kenapa harus status PROSES, tapi uang gak balik2‼️‼️",1,2024-09-25 14:45:58,2024
Pengguna Google,"Apk bagus tf dan trans juga grecep namun mohon maaf tolong ... Saya tidak bisa login karena system seabank mendeteksi adanya apk yang dapat menggangu keamanan keuangan dan transaksi ,mohon kasih contoh apk tipe seperti apakah yg dimaksud dan petunjuk penyelesaian nya Terima Kasih🙏🙏🙏",5,2024-10-07 19:56:43,2024
Pengguna Google,Gak bisa daftar. Udah kayak 500x tetap gak bisa daftar. Muka saya gak diacc. Katanya harus good looking dlu baru bisa daftar. Saya kasih bintang 1 aja dulu deh. Nanti kalo 5 tahun ke depan bisa daftar saya install lagi aplikasinya. 🤣 Padahal saya foto muka saya pake wajah datar dan penuh perjuangan karena sambil manjat tower,1,2024-09-30 23:45:24,2024
Pengguna Google,"untuk aplikasinya bagus banget bisa tf ke semua e-wallet dll. m eskipun terkadang ada beberapa kendala seperti tidak bisa tf ke gopay tapi oke kok, kendala nya hanya beberapa saat doang, pokoknya perfect deh ini aplikasinya, mksh ya",5,2024-09-27 00:59:52,2024
Pengguna Google,"Great job,,!!! Semakin mudah bertransaksi digital dg seabank,, interface yg mudah dipahami dan yang lebih penting GRATIS TRANSFER dg limit besar nya itu lhoo,, what the excellent innovasion👍👍👌 jangan lupa janjinya bahwa nasabah bisa mendapatkan dan menikmati semua FASILITAS produk Seabank nya yaa",5,2024-09-23 03:39:20,2024
Pengguna Google,bagus simple n sangat mudah di fahami sistem ya..tp blm dapat mode pinjaman saja sih..selebih ya baik semua dan sukses selalu seabank,5,2024-10-07 02:08:55,2024
Pengguna Google,"Sejauh ini masih bagus okelah ya,, tapi gw nyesel banget setelah tahu kalo Seabank tidak bekerja sama dengan Paypal T_T Jadi saldo Paypalku habis gegara adminnya jadi g bisa TF hikss.. Karena harus punya saldo minimal 10$ :')",5,2024-09-29 00:48:08,2024
Pengguna Google,"Males banget hubungin cs udah habis pulsa banyak tetep ga ada hasil, disuruh bolak balik telfon tapi tetep ga bisa, gimana ini pihak pengembang harap diperhatikan lagi pihak pelayanannya, saya merasa di rugikan",1,2024-10-11 09:26:37,2024
Pengguna Google,"Sejauh ini sih bagus hanya saja ketika akun bermasalah, kita harus telfon ke cs yang menggunakan telefon rumah. Soalnya akun saya pernah bermasalah Harapan kedepannya bisa menyelesaikan masalah tersebut dengan menggunakan WA, IG ataupun Email",3,2024-10-07 13:50:59,2024
Pengguna Google,"Jangan kebanyakan verifikasi wajah ,cukup sekali sih menurut ku udah cukup ,solnya kadang di luar mau transfer harus verifikasi risih jadinya ,mohon di pertimbangkan,ya baik si buat keamanan,",3,2024-10-10 06:09:10,2024
Pengguna Google,"Topup gopay prosesnya lambat karena pakai vendor yaitu FLIP (topup lewat sea bank tapi, yang muncul di aplikasi go-pay tulisannya top up via flip), baru kalau kuota gratis nya sudah habis top up go-pay di sini mahal sekali 2.000, mending saya pakai BRI kalau kuota gratis nya sudah habis adminnya cuma 1.000",2,2024-10-02 02:35:28,2024
Pengguna Google,Promo2 yg ditawarkan ke seller lewat penjualan di seller itu bohongg!!! Katanya cashback stiap penarikan saldo penjual ke sea bank..stlah diikutkan promo dan promo berakhir tidak ad cashback yg dtrma..telp ke cs berjuta2 alasannya!! IMING2 AJA SUPAYA BUKA SEABANK!! AUTO LOG OUT!,1,2024-09-19 14:34:17,2024
Pengguna Google,"buruk, saldo ilang²an Mulu, mau nominal kecil atau engga. transfer masuk Mala gak ada saldonya. segala dalam status khusus. proses lama menangani hal kaya gini.",1,2024-09-27 04:48:16,2024
Pengguna Google,"Sinyal saya bagus cuma kurang stabil tapi aplikasi ga bisa masuk, tolong di perbaiki loading nya, masa sinyal kurang stabil aja ga bisa masuk",1,2024-10-08 14:51:49,2024
Pengguna Google,"selama pakai seabank, lancar2 saja tidak pernah ada kendala, transaksi selalu lancar, tp buat masukan aja nih, klu bisa depisito nominal nya di turunkan lagi, biar terjangkau buat semua nya, terimakasih sukses selalu",5,2024-10-09 01:38:58,2024
Pengguna Google,"Mau transfer uda ubah limit ttp ga bisa jd ga bsa transfer lg,chat cs suruh ubah limit trus pasword, pdahal sudah dilakukan sudah diblgin sudah diubah malah jawabannya muter2 balik lg keubah limit kan sudahh dilakuinn",1,2024-09-30 13:31:18,2024
Pengguna Google,"Aplikasi ga jelas,padahal baru download karena mau daftar sea bank,eh pas daftar melalui nomor telpon terus kode SMS nya kaga masuk masuk,giliran kode SMS nya masuk tapi bisa bisanya keterangan kode salah,situ niat bikin aplikasi ga si,kalau ga mending hapus aja deh kata gua,wkwkwsk",1,2024-09-29 05:47:57,2024
Pengguna Google,"Saya transfer sejumlah uang menggunakan metode Qris dari kemarin pagi sampai sekarang masih dalam proses,tapi saldo sudah terpotong,nomer cs tidak dapat di hubungi,bantuanpun tidak memberi jalan keluar,tolong secepatnya di kembalikan saja dana.nya,saya sangat perlu..terimakasih",5,2024-09-29 23:35:05,2024
Pengguna Google,Aplikasi nya mantap jelas simpel mudah dipahami semoga aman nyaman dan menguntungkan sesama aplagi nilai buat deposito nya keuntungan yang stabil,5,2024-10-02 07:46:51,2024
Pengguna Google,"sangat mudah untuk bertransaksi dan fitur fiturnya sangat mudah dipahami, mantab poll seabank, semoga kedepannya tambah berkembang lebih baik lagi🥰",5,2024-09-27 03:08:41,2024
Pengguna Google,"senang makenya,mempermudah semua nya, tpi kalo lgi ada problem mau buka pun susah krna kdng apk nya suka gamau dibuka padahal jaringan lancar.",4,2024-09-22 14:36:58,2024
Pengguna Google,"Kecewa sama sistem kerja seabank, habis transfer malah gak bisa login lagi payah, disuruh hubungi cs tetapi tidak bisa dihubungi, tolong ya pihak seabank komplain saya ini ditanggapi, uang saya didalam seabank masih ada uang itu untuk modal usaha saya, ini malah tidak bisa dibuka parah kecewa",1,2024-10-10 08:39:55,2024
Pengguna Google,"Baru pertama Semoga Amanah dan sesuai dengan Apa yg di janjikan SeaBank, Untuk Nasabah. untuk saat ini belum ada kendala Atau bug. Yuuk.... yg belum silakan di unduh, agar Transaksi lebih mudah Gunakan SeaBank Untuk SeaBank Semoga Kedepanya untuk lebih mengutamakan dn menjaga keamanan dana nasabahnya",5,2024-10-03 19:21:38,2024
Pengguna Google,Tadi pagi ada pembayaran ke shopee tapi saya tidak ada transaksi dengan nominal tersebut. Lapor ke CS malah tidak ada solusi. Uang saya di seabank tolong dikembalikan. Cek saja riwayat transaksi shopee saya,1,2024-10-10 12:08:01,2024
Pengguna Google,Aplikasi yang mengecewakan masak saya brusn top up ke gopay dri sea bank masih di proses..dan uang juga gak masuk ke rekening gopay sya tp uang dri sea bank ny 39.500 dh berkurang tp gk masuk* ke gopay. Gmn sih tlong perbaiki kn jdinya duit saya hilang,2,2024-09-30 06:51:48,2024
Pengguna Google,Aplikasi scam.. Setor 2 x transaksi yg masuk ke rekening hanya sekali.. Scan qris sudah sebulan masih di peoses... Lapor ke cs dapat hasil yg gak masuk akal... Pasti scam ini..,1,2024-09-29 19:05:24,2024
Pengguna Google,cepat prosesnya. dan bnyk banget kuota gratisannya sampe 100 x dlm sebulan. baru ini bank digital yg berkomitmen tinggi dan memberikan pelayanan dgn sangat baik. terimakasih,5,2024-10-02 05:57:06,2024
Pengguna Google,"transaksi mudah, gratis ke semua bank, gratis transaksi apapun. Call Center nya ramah, cepat dan tanggap. pertahankan terus SeaBank. Dbest pokoknya 🥳🥰",5,2024-10-03 23:22:58,2024
Pengguna Google,"Aplikasi nya pertamanya bagus gak sampe 1 menit tapi telakir saya nelanfer tulisan nya di peroses terus dan saldo saya sudah berkurang ,sudah 2 hari gak selesai selesai mohon segera di perbaiki",1,2024-10-03 18:52:56,2024
Pengguna Google,"aplikasi nya mantap,sangat membantu dalam transaksi pribadi,dan melakukan tabungan atau investasi pribadi.semoga semakin baik untuk kedepan nya mantap josss sea bankk!!! 🤗🤗",5,2024-10-06 06:54:06,2024
Pengguna Google,"Kenapa pas verifikasi muka loading nya lama,gw tungguin malah sesi berakhir dan disuruh nunggu lagi?apakah ini kesalahan aplikasi? padahal sinyal saya bagus",2,2024-10-01 23:04:20,2024
Pengguna Google,"Maintenance disaat yg ga tepat, pemeliharaan sistem pas lagi butuh2nha banget. Bisa ga dialihkan pemeliharaan sistem jangan disaat jam aktivitas? Sangat mengganggu dan juga terkadang proses transfer nya lama",2,2024-09-03 03:54:37,2024
Pengguna Google,Sea Bank memang sungguh luar biasa dan bisa diandalkan dalam hal urus Niaga uang digital...! Cuma 1 kekurangannya menurut saya yaitu limit tranper antar Bank hanya 10 juta saja.... untuk kedepannya kalau bisa limit tranpernya jangan dibatasi. (Terimakasih sea Bank),5,2024-09-01 07:59:38,2024
Pengguna Google,Makin kesini bukanya lebih bagus malah makin banyak masalah. Ini lagi udah TF buat pembayaran kredivo saldo udah kepotong tapi diproses trus sampe lama. Udah diperhitungkan uang buat ini itu di akhir bulan malah ambyar gara2 sampah ini,1,2024-09-22 16:56:47,2024
Pengguna Google,"transfer di batasi cuma 10 JT, sudah komplain tetap saja cs nya tidak bisa kasih solusi, saya jadi kelimpungan Krn harus transfer 70 JT an. Jawaban Developer limit transfer itu bug, itu bulshiittt, itu emang kebijakan Management Seabank. Barusan sdh sy coba, tetap ga bisa. Developer Akui saja, anda tidak mampu merubah kebijakan Management Seabank",1,2024-09-24 16:07:33,2024
Pengguna Google,"Yang katanya top up E-wallet Gratis tanpa batas, ujung-ujungnya mulai 1 November 2024 jika ingin top up E-wallet seperti Ovo, gopay dll bakal dikenakan biaya transaksi juga. Yang top up gratis tanpa batas cuma tersedia untuk shopeepay dan Dana saja yang lain bakal dikenakan biaya transaksi. Kalau udah seperti ini otw pindah ke bank lain saja lah",1,2024-09-20 23:47:24,2024
Pengguna Google,"Knpa saya harus buka rekening lagi pdahal sudah punya rekening n sudah login verifikasi KTP dan wajah juga sudah,,,lupa password sudah diganti tetep ga bisa masuk,,mohon solusi nya,dr pihak seabank.bagaimana cara tarik tunai jika aplikasi seabank tidak bisa dibuka,,apakah uang yg sudah ditransfer akan hilang",1,2024-09-13 05:07:18,2024
Pengguna Google,"Saya sudah melunasi tagihan yg 9 hari lagi jatuh tempo, hari ini 28/09/24 di saebank tagihan aku lunas, limit di kembalikan namun tidak dapat di gunakan. Tolong agar limit saya bisa di gunakan, karna saya tidak ada cacat data di saebank🥲 bintang ulasan ini akan aku tambah jika limit aku bisa di gunakan🙏🏻",3,2024-09-28 04:42:09,2024
Pengguna Google,"Lope banget ni appps,,, biasa aplikasinya sangat bisa diandalkan bertransaksi,,, dengan adanya aplikasi ini belanja juga semakin mudah dan nyaman,,, menurut saya ini adalah salah satu bank digital terbaik saat ini,,, sangat simpel dan mudah ketika dipakai kawan,,, untuk fiturnya menurut saya sudah sangat komplit dan lengkap saat digunakan,,, ditambah lagi dengan fitur-fiturnya yang sangat membantu sehingga kita bisa mendapatkan kepuasan,,, terbaik aplikasi ini sangat membantu banget ya",5,2024-08-24 06:55:58,2024
Pengguna Google,"Apk nya bagus tapi 3B dulu ya, karena batas minimum transfer ke sesama nya ga limit tidak seperti aplikasi sebelah mau transfer sekecil apapun masih bisa jadi enak buat jajan kalo lagi ga punya uang cash karena gk di batasin minimun transfernya. Tolong perbaiki lagi untuk tranfer ke sesama seabank tanpa batas minimun 🙏🏼",3,2024-08-31 01:35:27,2024
Pengguna Google,"Keseluruhan sih udh bgus, app jg gk berat bgt, fitur²nya simple enak dipake, tp klo boleh saran kasih fitur tabungan yg bisa dipisah²😔😙",5,2024-10-04 03:02:04,2024
Pengguna Google,"1 aja dulu masak dari kemarin mau registrasi dan verifilasi ga bisa mulu, karena pas halaman foto ktp cuma muncul layar hitam, sudah live chat sama cs katanya ga ada trouble tapi nyata nya demikian tetap black screen gimana mau foto ktp nya, sudah bekerja dengan baik apknya",5,2024-09-07 13:35:13,2024
Pengguna Google,saya cuma mau kasih masukan aja nih... semoga ke depan nya sea bank bisa meniru aplikasi gopay tuk menu transfer yang bisa menggunakan sidik jari / fingerprint tuk eksekusi transfer nya... tolong di pelajari ya masukan saya,5,2024-09-29 14:08:43,2024
Pengguna Google,"pas waktu bayar qris kenapa transaksi nya pending?? harusnya kalo gagal ya gagal aja sekalian. ini bukan soal nominal, ini soal mengantri saat membayar qris di depan penjual itu cukup meyusahkan",1,2024-09-24 09:48:32,2024
Pengguna Google,"Ini Apl benar-benar bagus sekali, Transfer kemana aja tetap gratis, saldo juga bukannya berkurang malah jadi nambah. Apalagi kalau buat kode Reffeal DYEAPE ada bonus tambahan, nambah lagi dong saldonya.. SUKAAAA BANGETTTT",5,2024-10-07 11:13:14,2024
